index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
297,298,60,FV,66,7399,2,2,3,4,4,5,3,Somerst,Norm,Norm,1Fam,4,7,5,1997,1998,Hip,2,VinylSd,VinylSd,3,1600,4,3,4,4,3,1,4,649,1,0,326,975,5,5,Y,5,975,975,0,1950,0,0,2,1,3,1,4,7,8,1,3,1,1997,2,2,576,3,3,3,0,10,0,0,198,0,0,0,,0,6,2007,WD,Normal,239000
298,299,60,RL,90,11700,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,4,6,6,1968,1968,Mansard,2,HdBoard,AsphShn,3,365,4,3,5,3,3,1,5,384,3,175,143,702,5,4,Y,5,1041,702,0,1743,0,1,1,2,3,1,3,7,8,1,4,5,1968,1,2,539,3,3,3,224,0,0,0,0,0,0,0,,0,6,2007,WD,Normal,175000
299,300,20,RL,80,14000,2,0,4,4,4,5,3,Crawfor,Norm,Norm,1Fam,1,6,8,1950,2004,Gable,2,HdBoard,HdBoard,1,0,3,4,5,3,3,1,1,0,1,0,1092,1092,5,5,Y,5,1152,0,0,1152,0,1,1,0,3,1,4,6,8,1,4,5,1950,1,1,300,3,3,3,0,36,0,0,0,0,0,4,,0,8,2009,WD,Family,158500
300,301,190,RL,90,15750,2,0,4,4,4,4,3,Crawfor,Norm,Norm,2fmCon,1,5,5,1953,1953,Hip,2,MetalSd,MetalSd,3,56,3,3,5,3,3,2,4,841,1,0,324,1165,5,3,Y,5,1336,0,0,1336,1,0,1,0,2,1,3,5,8,2,4,5,1953,1,1,375,3,3,3,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,157000
301,302,60,RL,66,16226,2,0,1,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,8,5,1998,1999,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,281,1,0,747,1028,5,5,Y,5,1210,1242,0,2452,0,0,2,1,4,1,4,9,8,1,3,3,1998,3,2,683,3,3,3,208,50,0,0,0,0,0,0,,0,5,2007,WD,Normal,267000
302,303,20,RL,118,13704,2,0,3,4,4,4,3,CollgCr,Norm,Norm,1Fam,1,7,5,2001,2002,Gable,2,VinylSd,VinylSd,3,150,4,3,4,4,3,1,1,0,1,0,1541,1541,5,5,Y,5,1541,0,0,1541,0,0,2,0,3,1,4,6,8,1,3,5,2001,2,3,843,3,3,3,468,81,0,0,0,0,0,0,,0,1,2006,WD,Normal,205000
303,304,20,RL,70,9800,2,0,4,4,4,4,3,CollgCr,Norm,Norm,1Fam,1,5,7,1972,1972,Gable,2,VinylSd,VinylSd,1,0,3,3,4,3,3,1,5,894,1,0,0,894,5,3,Y,5,894,0,0,894,1,0,1,0,3,1,3,5,8,0,0,5,1975,1,2,552,3,3,3,256,0,0,0,0,0,0,2,,0,7,2006,WD,Abnorml,149900
304,305,75,RM,87,18386,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,5,7,9,1880,2002,Gable,2,CemntBd,CmentBd,1,0,3,3,6,3,3,1,1,0,1,0,1470,1470,5,5,Y,5,1675,1818,0,3493,0,0,3,0,3,1,4,10,8,1,5,5,2003,1,3,870,3,3,3,302,0,0,0,0,0,0,0,,0,5,2008,WD,Normal,295000
305,306,20,RL,80,10386,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,8,5,2004,2005,Gable,2,CemntBd,CmentBd,5,246,4,3,4,4,3,1,6,1464,1,0,536,2000,5,5,Y,5,2000,0,0,2000,1,0,2,0,3,1,4,8,8,0,0,5,2004,3,3,888,3,3,3,168,0,0,0,0,0,0,0,,0,7,2007,WD,Normal,305900
306,307,60,RL,116,13474,2,0,4,4,4,5,3,SawyerW,Feedr,Norm,1Fam,4,7,5,1990,1991,Gable,2,HdBoard,Plywood,3,246,4,3,5,4,3,1,5,700,1,0,0,700,5,4,Y,5,1122,1121,0,2243,1,0,2,1,4,1,4,8,8,1,3,5,1990,2,3,746,3,3,3,127,44,224,0,0,0,0,0,,0,6,2007,WD,Normal,225000
307,308,50,RM,,7920,2,3,3,4,4,5,3,IDOTRR,Artery,Norm,1Fam,2,6,7,1920,1950,Gable,2,MetalSd,MetalSd,1,0,3,2,5,3,3,1,1,0,1,0,319,319,5,3,Y,4,1035,371,0,1406,0,0,1,0,3,1,2,6,8,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,3,,0,3,2008,WD,Normal,89500
308,309,30,RL,,12342,2,0,3,4,4,5,3,Edwards,Norm,Norm,1Fam,1,4,5,1940,1950,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,3,1,4,262,1,0,599,861,5,5,Y,5,861,0,0,861,0,0,1,0,1,1,3,4,8,0,0,1,1961,1,2,539,3,3,3,158,0,0,0,0,0,0,0,,0,3,2009,WD,Normal,82500
309,310,20,RL,90,12378,2,0,3,4,4,5,3,NridgHt,Norm,Norm,1Fam,1,9,5,2003,2004,Gable,2,VinylSd,VinylSd,1,0,4,3,4,5,3,4,6,1274,1,0,622,1896,5,5,Y,5,1944,0,0,1944,1,0,2,0,3,1,5,8,8,3,5,5,2003,3,3,708,3,3,3,208,175,0,0,0,0,0,0,,0,11,2006,WD,Normal,360000
310,311,60,RL,,7685,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,6,5,1993,1994,Gable,2,HdBoard,HdBoard,3,112,3,3,4,4,3,1,5,518,1,0,179,697,5,4,Y,5,697,804,0,1501,0,0,2,1,3,1,4,6,8,1,3,5,1993,3,2,420,3,3,3,190,63,0,0,0,0,0,0,,0,5,2006,WD,Normal,165600
311,312,20,RL,50,8000,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,6,1948,2002,Gable,2,VinylSd,VinylSd,1,0,3,4,5,3,3,1,5,680,1,0,292,972,5,5,Y,5,972,0,0,972,1,0,1,0,2,1,3,5,8,1,4,1,1948,1,1,240,3,3,3,0,0,0,0,0,0,0,0,,0,5,2009,WD,Normal,132000
312,313,190,RM,65,7800,2,0,4,4,4,5,3,OldTown,Artery,Norm,2fmCon,2,5,7,1939,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,5,4,3,2,3,507,1,0,286,793,5,3,Y,5,793,325,0,1118,1,0,1,0,3,1,3,5,8,1,4,1,1939,1,2,410,3,3,3,0,0,0,0,271,0,0,3,,0,5,2006,WD,Normal,119900
313,314,20,RL,150,215245,2,0,1,2,4,5,1,Timber,Norm,Norm,1Fam,1,7,5,1965,1965,Hip,2,BrkFace,BrkFace,1,0,3,3,5,4,3,4,5,1236,3,820,80,2136,4,3,Y,5,2036,0,0,2036,2,0,2,0,3,1,3,8,8,2,4,5,1965,2,2,513,3,3,3,0,0,0,0,0,0,0,0,,0,6,2009,WD,Normal,375000
314,315,70,RM,60,9600,2,3,4,4,4,5,3,OldTown,Norm,Norm,1Fam,4,7,7,1925,1990,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,4,1,2,16,1,0,712,728,5,5,Y,5,832,809,0,1641,0,1,1,1,3,1,5,6,8,1,4,1,1925,1,2,546,2,3,3,0,0,234,0,0,0,0,0,,0,8,2006,WD,Normal,178000
315,316,60,RL,71,7795,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,7,5,2004,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,425,1,0,291,716,5,5,Y,5,716,716,0,1432,1,0,2,1,3,1,4,6,8,1,4,5,2004,3,2,432,3,3,3,100,51,0,0,0,0,0,0,,0,7,2009,WD,Normal,188500
316,317,60,RL,94,13005,2,0,3,4,4,4,3,NWAmes,Norm,Norm,1Fam,4,7,7,1980,1980,Gable,2,CemntBd,CmentBd,3,278,4,3,5,4,3,1,6,692,1,0,153,845,5,3,Y,5,1153,1200,0,2353,1,0,2,1,4,1,5,10,8,1,3,5,1983,2,2,484,3,3,3,288,195,0,0,0,0,0,4,,0,8,2009,WD,Normal,260000
317,318,60,FV,75,9000,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,4,8,5,2006,2006,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,1,0,1,0,1088,1088,5,5,Y,5,1088,871,0,1959,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,3,1025,3,3,3,208,46,0,0,0,0,0,0,,0,12,2007,WD,Normal,270000
318,319,60,RL,90,9900,2,0,4,2,4,5,2,NoRidge,Norm,Norm,1Fam,4,7,5,1993,1993,Gable,2,HdBoard,HdBoard,3,256,4,3,4,4,3,4,6,987,1,0,360,1347,5,5,Y,5,1372,1274,0,2646,1,0,2,1,4,1,4,9,8,1,3,5,1993,2,3,656,3,3,3,340,60,144,0,0,0,0,0,,0,4,2009,WD,Normal,260000
319,320,80,RL,,14115,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,8,7,5,1980,1980,Gable,2,Plywood,Plywood,3,225,3,3,5,4,3,3,6,1036,1,0,336,1372,5,3,Y,5,1472,0,0,1472,1,0,2,0,3,1,3,6,8,2,3,5,1980,1,2,588,3,3,3,233,48,0,0,0,0,0,0,,0,6,2009,WD,Normal,187500
320,321,60,RL,111,16259,2,0,4,4,4,4,3,NridgHt,Norm,Norm,1Fam,4,9,5,2006,2006,Gable,2,VinylSd,VinylSd,5,370,3,3,4,5,4,3,1,0,1,0,1249,1249,5,5,Y,5,1249,1347,0,2596,0,0,3,1,4,1,4,9,8,0,0,5,2006,2,3,840,3,3,3,240,154,0,0,0,0,0,0,,0,9,2006,New,Partial,342643
321,322,60,RL,99,12099,2,0,3,4,4,5,3,NridgHt,Norm,Norm,1Fam,4,8,5,2004,2004,Gable,2,VinylSd,VinylSd,3,388,4,3,4,5,3,3,6,970,1,0,166,1136,5,5,Y,5,1136,1332,0,2468,1,0,2,1,4,1,4,10,8,1,4,3,2004,3,3,872,3,3,3,184,154,0,0,0,0,0,0,,0,6,2007,WD,Normal,354000
322,323,60,RL,86,10380,2,0,3,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,7,5,1986,1987,Gable,2,Plywood,Plywood,3,172,4,3,5,3,3,4,2,28,5,1474,0,1502,5,5,Y,5,1553,1177,0,2730,1,0,2,1,4,1,4,8,8,1,3,5,1987,3,2,576,3,3,3,201,96,0,0,0,0,0,3,,0,8,2007,WD,Normal,301000
323,324,20,RM,49,5820,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,1,3,8,1955,2005,Gable,2,VinylSd,VinylSd,1,0,3,4,5,3,3,1,5,256,1,0,906,1162,5,5,Y,5,1163,0,0,1163,1,0,1,0,3,1,3,6,8,0,0,5,1955,1,1,220,2,3,3,142,98,0,0,0,0,0,0,,0,7,2006,WD,Normal,126175
324,325,80,RL,96,11275,2,0,4,4,4,4,3,NAmes,PosN,Norm,1Fam,8,7,7,1967,2007,Mansard,7,Wd Sdng,Wd Sdng,3,300,4,4,5,4,3,1,1,0,1,0,710,710,5,5,Y,5,1898,1080,0,2978,0,0,2,1,5,1,4,11,8,1,4,3,1961,3,2,564,3,3,3,240,0,0,0,0,0,0,0,,0,6,2010,WD,Normal,242000
325,326,45,RM,50,5000,2,0,4,4,4,5,3,IDOTRR,RRAe,Norm,1Fam,3,5,6,1941,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,3,4,116,1,0,604,720,5,1,N,2,803,0,0,803,0,0,1,0,2,1,3,5,8,0,0,1,1941,1,2,360,3,3,3,0,0,244,0,0,0,0,0,,0,12,2007,WD,Normal,87000
326,327,120,RL,32,10846,2,0,3,4,4,3,3,Veenker,Norm,Norm,TwnhsE,1,8,5,1993,1993,Gable,2,BrkFace,BrkFace,1,0,4,3,4,4,3,4,6,1619,1,0,100,1719,5,5,Y,5,1719,0,0,1719,2,0,1,1,1,1,4,6,8,2,4,5,1993,3,2,473,3,3,3,122,30,0,0,0,0,0,0,,0,5,2008,Con,Normal,324000
327,328,20,RL,80,11600,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,5,1960,1960,Hip,2,Wd Sdng,Wd Sdng,3,175,3,3,5,3,3,1,3,565,1,0,818,1383,5,3,Y,5,1383,0,0,1383,0,0,1,1,3,1,3,7,8,0,0,5,1960,2,1,292,3,3,3,0,45,0,0,0,0,0,0,,0,4,2006,WD,Normal,145250
328,329,75,RL,,11888,2,2,3,3,4,5,3,BrkSide,PosN,Norm,1Fam,6,6,6,1916,1994,Gable,2,Wd Sdng,Wd Shng,1,0,3,3,6,3,3,1,1,0,1,0,844,844,5,4,N,4,1445,689,0,2134,0,0,2,0,5,1,4,10,8,0,0,1,1930,1,2,441,3,3,3,0,60,268,0,0,0,0,0,,0,7,2009,WD,Normal,214500
329,330,70,RM,60,6402,2,0,4,4,4,4,3,IDOTRR,Norm,Norm,1Fam,4,5,5,1920,1950,Gable,2,Wd Sdng,Wd Shng,1,0,3,3,4,3,3,2,1,0,1,0,596,596,5,3,N,5,596,596,0,1192,0,0,1,0,3,1,3,6,8,0,0,1,1920,1,1,189,2,2,1,0,0,137,0,0,0,0,2,,0,7,2009,WD,Normal,78000
330,331,90,RL,,10624,2,0,3,4,4,5,3,NAmes,Norm,Norm,Duplex,1,5,4,1964,1964,Gable,2,HdBoard,HdBoard,3,84,3,3,5,3,3,1,6,40,3,264,1424,1728,5,3,Y,5,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,0,1,2002,1,1,352,3,3,3,155,0,0,0,0,0,0,0,,0,11,2007,WD,Normal,119000
331,332,20,RL,70,8176,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,6,1958,1992,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,3,846,1,0,210,1056,5,2,Y,5,1056,0,0,1056,1,0,1,0,3,1,3,6,8,0,0,5,1958,2,1,308,3,3,3,0,0,0,0,0,0,0,0,,0,8,2007,WD,Normal,139000
332,333,20,RL,85,10655,2,0,3,4,4,5,3,NridgHt,Norm,Norm,1Fam,1,8,5,2003,2004,Gable,2,VinylSd,VinylSd,3,296,4,3,4,4,3,1,6,1124,0,479,1603,3206,5,5,Y,5,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,4,5,2003,2,3,880,3,3,3,0,0,0,0,0,0,0,0,,0,10,2009,WD,Normal,284000
333,334,120,RM,59,8198,2,0,4,4,4,1,3,NridgHt,Norm,Norm,TwnhsE,1,7,5,2004,2004,Gable,2,VinylSd,VinylSd,5,146,4,3,4,4,3,3,6,720,1,0,638,1358,5,5,Y,5,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,4,5,2004,2,2,484,3,3,3,192,30,0,0,0,0,0,0,,0,7,2008,WD,Normal,207000
334,335,60,RL,59,9042,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,6,5,1998,1998,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,4,6,828,1,0,115,943,5,4,Y,5,943,695,0,1638,1,0,2,1,3,1,3,7,8,2,3,5,1998,3,2,472,3,3,3,100,38,0,0,0,0,0,0,,0,7,2008,WD,Normal,192000
335,336,190,RL,,164660,3,0,3,2,4,4,1,Timber,Norm,Norm,2fmCon,2,5,6,1965,1965,Gable,2,Plywood,Plywood,1,0,3,3,5,3,3,4,5,1249,4,147,103,1499,5,5,Y,5,1619,167,0,1786,2,0,2,0,3,1,3,7,8,2,4,5,1965,3,2,529,3,3,3,670,0,0,0,0,0,0,0,Shed,700,8,2008,WD,Normal,228950
336,337,20,RL,86,14157,2,0,3,2,4,4,3,StoneBr,Norm,Norm,1Fam,1,9,5,2005,2006,Hip,2,VinylSd,VinylSd,5,200,4,3,4,5,3,4,6,1249,1,0,673,1922,5,5,Y,5,1922,0,0,1922,1,0,2,0,3,1,4,8,8,1,4,5,2005,3,3,676,3,3,3,178,51,0,0,0,0,0,0,,0,7,2007,WD,Normal,377426
337,338,20,RL,70,9135,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2002,2003,Gable,2,VinylSd,VinylSd,3,113,4,3,4,4,3,3,6,810,1,0,726,1536,5,5,Y,5,1536,0,0,1536,1,0,2,0,3,1,4,7,8,0,0,5,2002,2,2,532,3,3,3,192,74,0,0,0,0,0,0,,0,12,2008,WD,Normal,214000
338,339,20,RL,91,14145,2,0,4,4,4,4,3,NWAmes,Norm,Norm,1Fam,1,7,7,1984,1998,Gable,2,Wd Sdng,Wd Sdng,1,0,4,3,5,4,3,2,5,213,1,0,995,1208,5,5,Y,5,1621,0,0,1621,1,0,2,0,3,1,4,8,8,0,0,5,1984,2,2,440,3,3,3,108,45,0,0,0,0,0,0,Shed,400,5,2006,WD,Normal,202500
339,340,20,RL,66,12400,2,0,3,4,4,5,3,NAmes,Feedr,Norm,1Fam,1,6,7,1958,1998,Hip,2,Wd Sdng,Wd Sdng,3,176,3,3,5,3,2,1,3,585,1,0,630,1215,5,3,Y,4,1215,0,0,1215,0,0,1,0,3,1,3,6,8,0,0,5,1958,1,1,297,3,3,3,0,0,0,0,234,0,0,0,,0,6,2009,WD,Normal,155000
340,341,60,RL,85,14191,2,0,4,4,4,5,3,Timber,Norm,Norm,1Fam,4,8,5,2002,2002,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,967,967,5,5,Y,5,993,915,0,1908,0,0,2,1,4,1,4,9,8,0,0,5,2002,3,2,431,3,3,3,135,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,202900
341,342,20,RH,60,8400,2,0,4,4,4,5,3,SawyerW,Feedr,Norm,1Fam,1,4,4,1950,1950,Gable,2,Wd Sdng,AsbShng,1,0,2,2,5,3,2,1,1,0,1,0,721,721,5,4,Y,5,841,0,0,841,0,0,1,0,2,1,3,4,8,0,0,2,1950,1,1,294,3,3,1,250,0,24,0,0,0,0,0,,0,9,2009,WD,Normal,82000
342,343,90,RL,,8544,2,0,4,4,4,5,3,NAmes,Norm,Norm,Duplex,1,3,4,1949,1950,Gable,2,Stucco,Stucco,3,340,3,3,3,0,0,0,0,0,0,0,0,0,1,2,N,4,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,1,1949,1,2,400,3,3,3,0,0,0,0,0,0,0,0,,0,5,2006,WD,Normal,87500
343,344,120,RL,63,8849,2,0,3,4,4,5,3,NridgHt,Norm,Norm,TwnhsE,1,9,5,2005,2005,Hip,2,MetalSd,MetalSd,3,616,5,3,4,5,3,1,6,28,1,0,1656,1684,5,5,Y,5,1684,0,0,1684,0,0,2,0,2,1,5,6,8,1,5,5,2005,2,2,564,3,3,3,495,72,0,0,0,0,0,0,,0,7,2008,WD,Normal,266000
344,345,160,RM,36,2592,2,0,4,4,4,5,3,MeadowV,Norm,Norm,TwnhsE,4,5,3,1976,1976,Gable,2,CemntBd,CmentBd,1,0,3,3,5,4,3,1,3,129,4,232,175,536,5,3,Y,5,536,576,0,1112,0,0,1,1,3,1,3,4,8,0,0,5,1976,1,1,336,3,3,3,182,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,85000
345,346,50,RL,65,6435,2,0,4,4,4,5,3,BrkSide,RRAn,Norm,1Fam,2,6,5,1939,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,6,3,3,1,1,0,1,0,972,972,5,4,Y,5,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,4,1,1939,1,1,312,3,3,3,0,0,0,0,0,0,0,0,,0,10,2006,WD,Normal,140200
346,347,20,RL,,12772,2,0,3,4,4,3,3,NAmes,Norm,Norm,1Fam,1,6,8,1960,1998,Hip,2,MetalSd,MetalSd,1,0,3,4,5,3,3,2,4,498,1,0,460,958,5,3,Y,5,958,0,0,958,0,0,1,0,2,1,3,5,8,0,0,5,1960,2,1,301,3,3,3,0,0,0,0,0,0,0,0,Gar2,15500,4,2007,WD,Normal,151500
347,348,20,RL,,17600,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,5,1960,1960,Gable,2,Wd Sdng,Wd Sdng,3,30,3,3,5,3,3,1,4,1270,1,0,208,1478,5,5,Y,4,1478,0,0,1478,1,0,2,0,3,1,3,6,8,2,4,5,1960,1,2,498,3,3,3,0,40,0,0,0,0,0,0,,0,12,2009,WD,Normal,157500
348,349,160,RL,36,2448,2,0,4,4,4,5,3,NridgHt,Norm,Norm,Twnhs,4,7,5,2003,2004,Gable,2,VinylSd,Wd Shng,5,106,4,3,4,4,3,1,6,573,1,0,191,764,5,5,Y,5,764,862,0,1626,1,0,2,1,2,1,4,6,8,0,0,3,2003,2,2,474,3,3,3,0,27,0,0,0,0,0,0,,0,10,2008,WD,Normal,154000
349,350,60,RL,56,20431,2,0,2,4,4,5,3,NridgHt,Norm,Norm,1Fam,4,9,5,2005,2006,Hip,2,CemntBd,CmentBd,3,870,5,3,4,5,3,1,6,1410,1,0,438,1848,5,5,Y,5,1848,880,0,2728,1,0,2,1,4,1,5,10,8,2,5,5,2006,3,3,706,3,3,3,0,0,0,0,0,0,0,0,,0,4,2006,New,Partial,437154
350,351,120,RL,68,7820,2,0,3,4,4,5,3,NridgHt,Norm,Norm,TwnhsE,1,9,5,2007,2007,Hip,2,MetalSd,MetalSd,3,362,5,3,4,5,3,1,1,0,1,0,1869,1869,5,5,Y,5,1869,0,0,1869,0,0,2,0,2,1,5,6,8,1,4,5,2007,2,2,617,3,3,3,210,54,0,0,0,0,0,0,,0,12,2007,New,Partial,318061
351,352,120,RL,,5271,2,0,3,2,4,5,2,ClearCr,Norm,Norm,1Fam,1,7,5,1986,1986,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,4,3,4,6,1082,1,0,371,1453,5,4,Y,5,1453,0,0,1453,1,0,1,1,2,1,4,6,8,1,3,5,1986,2,2,445,3,3,3,0,80,0,0,184,0,0,0,,0,12,2006,WD,Abnorml,190000
352,353,50,RL,60,9084,2,0,4,4,4,5,3,Edwards,Artery,Norm,1Fam,2,5,6,1941,1950,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,2,2,2,236,3,380,0,616,5,3,N,5,616,495,0,1111,0,1,1,0,3,1,3,5,8,0,0,1,1941,1,1,200,3,2,3,48,0,0,0,0,0,0,0,,0,3,2008,ConLw,Normal,95000
353,354,30,RM,60,8520,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,1,6,8,1928,2003,Gable,2,VinylSd,VinylSd,1,0,3,4,6,3,3,1,1,0,1,0,624,624,5,4,Y,5,720,0,0,720,0,0,1,0,2,1,3,5,8,0,0,1,2005,1,2,484,3,3,3,106,0,0,0,0,0,0,0,,0,5,2010,WD,Normal,105900
354,355,50,RL,60,8400,2,0,4,3,4,5,3,SWISU,Norm,Norm,1Fam,2,6,5,1940,2000,Gable,2,Wd Sdng,MetalSd,1,0,3,3,5,3,3,1,2,388,1,0,552,940,5,5,Y,5,1192,403,0,1595,0,0,1,0,2,1,3,6,8,2,4,5,1940,1,1,240,3,3,3,0,0,108,0,0,0,0,0,,0,6,2006,WD,Normal,140000
355,356,20,RL,105,11249,2,0,2,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,6,5,1995,1995,Gable,2,VinylSd,VinylSd,1,0,4,4,4,4,4,1,5,334,4,544,322,1200,5,5,Y,5,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,0,5,1995,2,2,521,3,3,3,0,26,0,0,0,0,0,0,,0,8,2007,WD,Normal,177500
356,357,20,RL,,9248,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,1,6,6,1992,1992,Gable,2,HdBoard,HdBoard,3,106,3,3,4,4,3,1,6,560,1,0,598,1158,5,4,Y,5,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,0,5,1992,2,2,400,3,3,3,120,26,0,0,0,0,0,0,,0,7,2009,WD,Normal,173000
357,358,120,RM,44,4224,2,0,4,4,4,5,3,MeadowV,Norm,Norm,TwnhsE,1,5,5,1976,1976,Gable,2,CemntBd,CmentBd,1,0,3,3,4,4,3,1,5,874,1,0,268,1142,5,3,Y,5,1142,0,0,1142,1,0,1,1,3,1,3,6,8,1,1,5,1976,3,2,528,3,3,3,536,90,0,0,0,0,0,3,,0,8,2007,WD,Normal,134000
358,359,80,RL,92,6930,2,0,3,4,4,5,3,ClearCr,Norm,Norm,1Fam,8,5,4,1958,1958,Hip,2,Wd Sdng,ImStucc,3,120,3,3,5,3,3,3,4,300,3,294,468,1062,5,5,Y,2,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,0,3,1958,1,1,288,3,3,3,168,0,294,0,0,0,0,0,,0,7,2006,WD,Abnorml,130000
359,360,60,RL,78,12011,2,0,3,4,4,3,3,NoRidge,Norm,Norm,1Fam,4,8,5,1998,1998,Gable,2,VinylSd,VinylSd,3,530,4,3,4,4,3,3,6,956,1,0,130,1086,5,5,Y,5,1086,838,0,1924,1,0,2,1,3,1,4,7,8,1,3,5,1998,2,2,592,3,3,3,208,75,0,0,374,0,0,0,,0,6,2006,WD,Normal,280000
360,361,85,RL,,7540,2,0,3,4,4,3,3,Mitchel,Norm,Norm,1Fam,7,6,6,1978,1978,Gable,2,VinylSd,VinylSd,1,0,3,3,5,4,3,3,6,773,1,0,115,888,5,5,Y,5,912,0,0,912,1,0,1,0,2,1,3,5,8,1,3,5,1978,2,2,470,3,3,3,0,0,0,0,192,0,0,3,,0,6,2007,WD,Normal,156000
361,362,50,RL,,9144,2,2,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,2,5,5,1940,1982,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,3,399,1,0,484,883,5,4,Y,5,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,0,1,1940,1,1,240,3,3,1,0,0,0,0,0,0,0,0,,0,7,2008,WD,Normal,145000
362,363,85,RL,64,7301,2,0,4,4,4,4,3,Edwards,Norm,Norm,1Fam,7,7,5,2003,2003,Gable,2,HdBoard,HdBoard,3,500,4,3,3,0,0,0,0,0,0,0,0,0,5,5,Y,5,495,1427,0,1922,0,0,3,0,4,1,4,7,8,1,5,3,2003,2,2,672,3,3,3,0,0,177,0,0,0,0,0,,0,7,2009,ConLD,Normal,198500
363,364,160,RM,21,1680,2,0,4,4,4,5,3,BrDale,Norm,Norm,Twnhs,4,6,8,1972,2007,Gable,2,HdBoard,HdBoard,3,510,3,3,5,3,3,1,5,162,1,0,321,483,5,4,Y,5,483,504,0,987,0,0,1,1,2,1,4,5,8,0,0,1,1972,1,1,264,3,3,3,250,0,0,0,0,0,0,0,,0,5,2009,WD,Normal,118000
